,property_id,prop_type,price,baths_half,baths_full,beds,city,line,postal_code,state_code,county,building_size,lot_size
60,M2596351157,single_family,1750000,1.0,2.0,2,Los Angeles,1820 San Jacinto St,90026,CA,Los Angeles,1531.0,5751.0
61,M2055329279,single_family,1524999,0.0,2.0,3,Los Angeles,3779 Colonial Ave,90066,CA,Los Angeles,1230.0,6014.0
62,M1957155043,single_family,325000,0.0,2.0,3,Reseda,17945 Keswick St,91335,CA,Los Angeles,3701.0,18797.0
63,M1141987741,single_family,3495000,0.0,4.0,3,Los Angeles,7935 Oceanus Dr,90046,CA,Los Angeles,3256.0,5898.0
64,M9168687810,single_family,604990,1.0,3.0,3,Northridge,18446 W Calico Ln,91325,CA,Los Angeles,1600.0,3806.0
65,M1391920971,single_family,4488000,1.0,3.0,4,Marina del Rey,941 Princeton Dr,90292,CA,Los Angeles,2628.0,6114.0
66,M1763313354,single_family,1995000,0.0,2.0,3,Venice,1030 Oakwood Ave,90291,CA,Los Angeles,1365.0,6761.0
67,M2438533743,single_family,1749000,1.0,3.0,4,Sherman Oaks,14036 Davana Ter,91423,CA,Los Angeles,6391.0,18000.0
68,M2280814125,single_family,1399000,0.0,2.0,3,Los Angeles,2203 Midvale Ave,90064,CA,Los Angeles,2525.0,23695.0
69,M1543825084,single_family,7985000,1.0,6.0,5,Los Angeles,341 S Cliffwood Ave,90049,CA,Los Angeles,3761.0,17955.0
70,M1041797839,single_family,2350000,1.0,3.0,3,Beverly Hills,9843 Yoakum Dr,90210,CA,Los Angeles,1831.0,5083.0
71,M1137702157,single_family,3495000,1.0,3.0,4,Los Angeles,2501 Apollo Dr,90046,CA,Los Angeles,2147.0,17929.0
72,M2844179366,single_family,1895000,0.0,3.0,3,Los Angeles,528 N Kilkea Dr,90048,CA,Los Angeles,1216.0,6625.0
73,M2242331705,single_family,685000,0.0,3.0,4,Sylmar,10640 Jimenez St,91342,CA,Los Angeles,1412.0,4680.0
74,M1568877336,single_family,735000,0.0,2.0,3,Los Angeles,2468 N Ditman Ave,90032,CA,Los Angeles,1150.0,6550.0
75,M2986964543,single_family,585000,0.0,2.0,3,Los Angeles,1130 W 69th St,90044,CA,Los Angeles,992.0,4727.0
76,M1846131576,single_family,694000,0.0,2.0,3,North Hollywood,6232 Cleon Ave,91606,CA,Los Angeles,2615.0,3589106.0
77,M2816584654,single_family,450000,0.0,1.0,2,Los Angeles,1159 E 65th St,90001,CA,Los Angeles,3054.0,5242.0
78,M1615636157,single_family,514900,0.0,3.0,4,Sylmar,13270 Alta Vista Way,91342,CA,Los Angeles,1650.0,6249.0
79,M1468441249,single_family,1789000,0.0,3.0,3,Sherman Oaks,3623 Dixie Canyon Pl,91423,CA,Los Angeles,2450.0,6000.0
80,M2314747655,single_family,749000,0.0,2.0,4,Lake Balboa,7409 Wish Ave,91406,CA,Los Angeles,1185.0,5162.0
81,M1951982597,single_family,1488000,0.0,3.0,4,Los Angeles,1259 Westchester Pl,90019,CA,Los Angeles,1796.0,6345.0
82,M1846847700,single_family,599000,0.0,1.0,2,Sunland,10340 Whitegate Ave,91040,CA,Los Angeles,2078.0,6019.0
83,M2578766004,single_family,819998,0.0,2.0,4,San Pedro,1403 N Cabrillo Ave,90731,CA,Los Angeles,2000.0,5510.0
84,M1034028305,single_family,1640000,1.0,2.0,3,Los Angeles,8757 Arlene Ter,90046,CA,Los Angeles,1530.0,5299.0
85,M1484127062,single_family,949000,1.0,2.0,3,Encino,5722 Hesperia Ave,91316,CA,Los Angeles,2171.0,18968.0
86,M1280542515,single_family,1275000,0.0,2.0,2,Los Angeles,3234 DE Witt Dr,90068,CA,Los Angeles,2301.0,35976.0
87,M2119474116,single_family,1120000,0.0,3.0,4,Tarzana,3885 Corbin Ave,91356,CA,Los Angeles,3628.0,7072.0
88,M1780041390,single_family,999999,0.0,2.0,2,Woodland Hills,22612 Sylvan St,91367,CA,Los Angeles,1522.0,7523.0
89,M1906350191,single_family,1195000,0.0,3.0,3,Woodland Hills,21086 Topochico Dr,91364,CA,Los Angeles,1358.0,7543.0
90,M1355645465,single_family,637000,0.0,3.0,3,Winnetka,7758 Sunnybrae Ave,91306,CA,Los Angeles,2280.0,11177.0
91,M2841479343,single_family,700000,0.0,2.0,3,West Hills,22860 Lanark St,91304,CA,Los Angeles,2500.0,12050.0
92,M1644244296,single_family,899000,0.0,3.0,5,Woodland Hills,23515 Oxnard St,91367,CA,Los Angeles,1240.0,6276.0
93,M2380863734,single_family,855000,0.0,2.0,4,Northridge,17616 Romar St,91325,CA,Los Angeles,2492.0,7710.0
94,M1244123020,single_family,690000,1.0,1.0,3,Lake Balboa,6506 Gaviota Ave,91406,CA,Los Angeles,2347.0,12164.0
95,M1211532990,single_family,675000,0.0,3.0,4,Granada Hills,11130 Collett Ave,91344,CA,Los Angeles,1344.0,6959.0
96,M2300119809,single_family,799000,0.0,2.0,4,Sun Valley,9270 Kewen Ave,91352,CA,Los Angeles,2664.0,16916.0
97,M2484952586,single_family,649000,0.0,3.0,4,Tarzana,6236 Topeka Dr,91335,CA,Los Angeles,2144.0,6284.0
98,M1936504636,single_family,979000,0.0,3.0,5,Chatsworth,10440 Laramie Ave,91311,CA,Los Angeles,1463.0,7194.0
99,M1720433552,single_family,675000,0.0,3.0,7,Sun Valley,8451 Robert Ave,91352,CA,Los Angeles,1650.0,6119.0
